코드,날짜,종가,전일비,시가,고가,저가,거래량
000060,20050222,19400,200,19900,20000,19300,70570
000060,20050221,19200,200,19450,19450,19050,19050
000060,20050218,19000,0,19000,19000,18900,19060
000060,20050217,19000,0,19000,19100,18800,11150
000060,20050216,19000,-100,19200,19200,18750,22920
000060,20050215,19100,100,19050,19100,18950,17810
000060,20050214,19000,200,19050,19200,18800,22530
000060,20050211,18800,700,18100,18800,18000,48820
000060,20050207,18100,250,17750,18100,17750,25590
000060,20050204,17850,100,17600,17850,17600,17100
000060,20050203,17750,-50,17850,18200,17600,24790
000060,20050202,17800,200,17600,17850,17600,54150
000060,20050201,17600,0,17650,17700,17450,6400
000060,20050131,17600,100,17500,17700,17400,15457
000060,20050128,17500,-150,17650,17650,17400,6115
000060,20050127,17650,-100,17750,17750,17400,11881
000060,20050126,17750,50,17700,17800,17550,17720
000060,20050125,17700,0,17700,17700,17600,3130
000060,20050124,17700,250,17500,17700,17500,5000
000060,20050121,17450,100,17300,17500,17300,5770
000060,20050120,17350,0,17400,17400,17250,23504
000060,20050119,17350,300,17200,17350,17200,6841
000060,20050118,17050,-200,17200,17200,16750,19470
000060,20050117,17250,-100,17250,17300,17100,19760
000060,20050114,17350,-50,17500,17500,17250,6940
000060,20050113,17400,-100,17400,17450,17350,3950
000060,20050112,17500,100,17400,17500,17300,4100
000060,20050111,17400,100,17400,17400,17150,7674
000060,20050110,17300,-150,17200,17300,17150,6080
000060,20050107,17450,-150,17600,17600,17300,6860
000060,20050106,17600,-100,17700,17700,17400,10980
000060,20050105,17700,300,17400,17700,17100,12790
000060,20050104,17400,100,17250,17400,17100,14920
000060,20050103,17300,-50,17200,17400,17100,11020
000060,20041230,17350,950,16400,17400,16400,30600
000060,20041229,16400,350,16000,16400,16000,9110
000060,20041228,16050,-50,16100,16100,15900,5010
000060,20041227,16100,-100,16250,16250,15900,4820
000060,20041224,16200,250,15900,16200,15850,15810
000060,20041223,15950,0,15950,16200,15950,21546
000060,20041222,15950,0,15950,15950,15800,17571
000060,20041221,15950,-150,15850,16150,15850,7660
000060,20041220,16100,-50,15950,16100,15850,3110
000060,20041217,16150,-500,16450,16600,16000,12870
000060,20041216,16650,-50,16600,16650,16350,3440
000060,20041215,16700,750,15850,16700,15850,13670
000060,20041214,15950,-300,16100,16250,15700,15460
000060,20041213,16250,-400,16300,16350,16100,9986
000060,20041210,16650,-50,16700,16700,16250,3580
000060,20041209,16700,-200,16700,16850,16600,2690
000060,20041208,16900,100,16800,16900,16600,3420
000060,20041207,16800,-400,17250,17250,16800,3780
000060,20041206,17200,-50,17300,17300,17000,5874
000060,20041203,17250,500,16800,17350,16750,27164
000060,20041202,16750,-250,17000,17400,16600,4820
000060,20041201,17000,300,16700,17000,16700,6540
000060,20041130,16700,-450,17100,17100,16700,24280
000060,20041129,17150,250,16900,17150,16750,1680
000060,20041126,16900,-500,17200,17450,16800,9040
000060,20041125,17400,150,17050,17400,17050,6400
000060,20041123,17250,0,17000,17250,16850,6671
000060,20041122,17250,-300,17000,17250,16900,5690
000060,20041119,17550,0,17500,17550,17150,3260
000060,20041118,17550,-350,17800,17800,17300,4520
000060,20041117,17900,-100,18100,18100,17500,7800
000060,20041116,18000,100,17800,18000,17750,30610
000060,20041115,17900,150,17750,17900,17450,1420
000060,20041112,17750,-50,17750,17800,17050,5842
000060,20041111,17800,-300,18000,18000,17700,6540
000060,20041110,18100,-50,17900,18150,17850,4310
000060,20041109,18150,-50,18200,18200,18150,910
000060,20041108,18200,-100,18200,18200,17850,1040
000060,20041105,18300,100,18700,18700,18100,3570
000060,20041104,18200,0,18150,18200,18000,8080
000060,20041103,18200,250,18000,18200,18000,6337
000060,20041102,17950,200,17800,18200,17800,7970
000060,20041101,17750,-50,17450,17800,17450,1570
000060,20041029,17800,0,17800,17800,17250,4960
000060,20041028,17800,0,17800,17800,17250,2070
000060,20041027,17800,-100,17900,18100,17500,2440
000060,20041026,17900,-250,17700,18200,17450,5605
000060,20041025,18150,-350,18200,18400,17800,5070
000060,20041022,18500,600,17900,18600,17700,15880
000060,20041021,17900,400,17700,18150,17200,7417
000060,20041020,17500,0,17100,17500,17100,3480
000060,20041019,17500,200,16000,17700,16000,10420
000060,20041018,17300,250,17300,17300,16950,6310
000060,20041015,17050,150,17000,17100,16550,10330
000060,20041014,16900,350,16150,16900,16150,5060
000060,20041012,16550,-450,16600,16600,16500,8490
000060,20041011,17000,800,16500,17000,16300,12666
000060,20041008,16200,-50,15900,16200,15850,1970
000060,20041007,16250,-250,16250,16300,16100,5760
000060,20041006,16500,0,16600,16600,16200,13386
000060,20041005,16500,100,16400,16800,15800,22945
000060,20041004,16400,600,15800,16400,15800,10200
000060,20041001,15800,300,15500,15850,15400,50040
000060,20040930,15500,200,15400,15600,15350,3080
000060,20040924,15300,250,15150,15400,15100,6330
000060,20040923,15050,-50,15100,15150,15000,33130
000060,20040922,15100,350,14750,15200,14650,6850
000060,20040921,14750,-250,14950,14950,14700,3630
000060,20040920,15000,300,14850,15050,14850,10180
000060,20040917,14700,-100,14750,14800,14600,3346
000060,20040916,14800,-50,14850,14850,14700,950
000060,20040915,14850,150,15000,15000,14750,1500
000060,20040914,14700,-200,15000,15000,14700,892
000060,20040913,14900,100,14850,14950,14750,3300
000060,20040910,14800,-150,15050,15050,14800,1950
000060,20040909,14950,150,14700,14950,14700,3960
000060,20040908,14800,-200,15100,15100,14800,3114
000060,20040907,15000,50,14950,15100,14750,6980
000060,20040906,14950,100,14750,14950,14500,11094
000060,20040903,14850,-150,15250,15300,14800,6020
000060,20040902,15000,150,14850,15100,14750,5080
000060,20040901,14850,100,14750,14850,14700,4320
000060,20040831,14750,-100,14650,14900,14650,2200
000060,20040830,14850,0,14650,14850,14600,4590
000060,20040827,14850,-50,14900,14900,14650,3814
000060,20040826,14900,-200,15200,15200,14700,4010
000060,20040825,15100,250,14850,15100,14800,2410
000060,20040824,14850,50,15100,15100,14750,2670
000060,20040823,14800,-300,14900,14900,14800,580
000060,20040820,15100,50,15050,15100,14700,1390
000060,20040819,15050,150,15100,15150,14900,1530
000060,20040818,14900,-100,14700,15000,14700,4130
000060,20040817,15000,0,15000,15000,14800,1056
000060,20040816,15000,-200,15400,15400,14850,630
000060,20040813,15200,400,14800,15300,14800,10281
000060,20040812,14800,150,14600,14850,14550,1700
000060,20040811,14650,-200,14850,15000,14500,6994
000060,20040810,14850,-100,14700,14850,14700,300
000060,20040809,14950,100,14800,14950,14800,1760
000060,20040806,14850,-50,14500,14850,14450,2020
000060,20040805,14900,400,14300,14900,14300,2452
000060,20040804,14500,100,14200,14500,14200,310
000060,20040803,14400,0,14200,14600,14200,5830
000060,20040802,14400,-600,14700,15100,13900,13640
000060,20040730,15000,-200,14850,15200,13000,21340
000060,20040729,15200,0,14900,15200,14900,347
000060,20040728,15200,-150,15550,15550,15000,4170
000060,20040727,15350,150,15200,15800,15200,7360
000060,20040726,15200,-500,15800,15800,15200,2020
000060,20040723,15700,-200,15900,15900,15700,2590
000060,20040722,15900,-50,15950,15950,15900,640
000060,20040721,15950,250,15900,16000,15700,3090
000060,20040720,15700,-300,16200,16200,15700,1910
000060,20040719,16000,-150,15600,16000,15600,1890
000060,20040716,16150,700,15050,16150,15000,12046
000060,20040715,15450,-200,15600,15600,15150,7270
000060,20040714,15650,-50,15700,15800,15600,6000
000060,20040713,15700,-100,15800,16200,15550,5784
000060,20040712,15800,50,15600,16300,15600,6242
000060,20040709,15750,-250,15800,16050,15750,5620
000060,20040708,16000,0,15700,16100,15650,9308
000060,20040707,16000,-150,16000,16100,15500,3520
000060,20040706,16150,-300,16500,16500,16100,14371
000060,20040705,16450,500,16700,16800,16250,53230
000060,20040702,15950,0,15600,15950,15600,19640
000060,20040701,15950,150,15550,16100,15550,14594
000060,20040630,15800,800,15050,15800,15050,74720
000060,20040629,15000,350,14700,15000,14700,24820
000060,20040628,14650,-250,14800,14900,14650,15430
000060,20040625,14900,150,14700,15200,14700,25619
000060,20040624,14750,-250,15000,15200,14750,4204
000060,20040623,15000,-750,15750,15750,14750,57450
000060,20040622,15750,-250,16000,16000,15700,22930
000060,20040621,16000,150,15950,16000,15600,5650
000060,20040618,15850,300,15550,16100,15550,21670
000060,20040617,15550,50,15600,15700,15500,14730
000060,20040616,15500,-200,15700,15850,15500,26980
000060,20040615,15700,-300,15850,15850,15550,16200
000060,20040614,16000,-100,16100,16300,15950,84990
000060,20040611,16100,-200,16300,16300,16000,27310
000060,20040610,16300,-150,16350,16650,16050,21200
000060,20040609,16450,450,16000,16450,15950,97430
000060,20040608,16000,-100,16200,16200,15550,20860
000060,20040607,16100,450,15650,16300,15650,26870
000060,20040604,15650,150,15500,15800,15500,5460
000060,20040603,15500,-250,16300,16300,15500,24540
000060,20040602,15750,50,15700,16250,15500,41300
000060,20040601,15700,0,15900,15900,15500,5300
000060,20040531,15700,0,16400,16400,15450,6610
000060,20040528,15700,-100,15600,15900,15500,4760
000060,20040527,15800,1000,15100,16000,15000,22380
000060,20040525,14800,-400,14950,15100,14600,7370
000060,20040524,15200,400,15000,15200,14500,8130
000060,20040521,14800,400,14400,14800,14350,3730
000060,20040520,14400,-350,14650,14750,13900,8880
000060,20040519,14750,1600,13150,14750,13150,20480
000060,20040518,13150,-50,13200,13350,12200,51321
000060,20040517,13200,-1700,14400,14500,13200,9100
000060,20040514,14900,-200,15100,15150,14100,10100
000060,20040513,15100,-400,15100,15350,15100,7390
000060,20040512,15500,400,15000,15500,15000,14560
000060,20040511,15100,-300,14800,15200,14800,15580
000060,20040510,15400,-800,15900,16200,15050,10650
000060,20040507,16200,-250,16450,16450,15300,17720
000060,20040506,16450,-200,17000,17000,16450,187370
000060,20040504,16650,350,16450,17100,16400,25370
000060,20040503,16300,-300,16050,16600,16050,8608
000060,20040430,16600,-200,16500,16600,15500,55650
000060,20040429,16800,-300,16600,17000,16600,23650
000060,20040428,17100,-550,17350,17350,17000,17440
000060,20040427,17650,-150,17400,17700,17000,20560
000060,20040423,17800,200,18000,18000,17400,41967
000060,20040422,17600,-200,17750,18100,17500,47113
000060,20040421,17800,300,17200,18100,17200,50180
000060,20040420,17500,700,17050,17650,16600,64740
000060,20040419,16800,350,16350,16900,16300,23471
000060,20040416,16450,-200,16400,16600,16200,31030
000060,20040414,16650,-150,16700,16800,16200,16158
000060,20040413,16800,-200,17100,17200,16250,40930
000060,20040412,17000,-50,17000,17200,16900,25560
000060,20040409,17050,-650,17700,17700,17050,38240
000060,20040408,17700,300,17550,17900,17100,55561
000060,20040406,17400,-250,17500,17500,17100,65320
000060,20040402,17650,350,17800,17800,17500,38900
000060,20040401,17300,0,16950,17400,16900,24030
000060,20040331,17300,-50,17300,17350,16400,73850
000060,20040330,17350,-1250,18300,18300,17100,32410
000060,20040329,18600,450,18350,18600,18000,20390
000060,20040326,18150,-50,18300,18500,18050,20170
000060,20040325,18200,100,17850,18350,17800,36301
000060,20040324,18100,-150,18050,18100,17500,57310
000060,20040323,18250,-1200,19050,19050,18250,44900
000060,20040322,19450,-550,19800,19800,19150,17020
000060,20040319,20000,-450,20200,20300,19700,11724
000060,20040318,20450,550,19700,20850,19700,53280
000060,20040317,19900,400,19500,19900,19150,57050
000060,20040316,19500,950,18550,20200,18550,145680
000060,20040315,18550,550,18300,18900,17800,38400
000060,20040312,18000,-400,18400,18700,16500,41390
000060,20040311,18400,-1150,19000,19250,18400,73854
000060,20040310,19550,-950,20500,20500,19500,45897
000060,20040309,20500,0,20500,20550,20300,46670
000060,20040308,20500,50,20150,20500,20150,52770
000060,20040305,20450,250,20200,20750,20000,142206
000060,20040304,20200,250,20000,20650,19600,134164
000060,20040303,19950,-900,20600,20700,19950,102590
000060,20040302,20850,900,19500,21100,19500,364720
000060,20040227,19950,2150,18000,19950,17950,237765
000060,20040226,17800,50,17650,17800,17600,58380
000060,20040225,17750,-50,18000,18200,17600,43560
000060,20040224,17800,800,17000,18300,16900,138430
000060,20040223,17000,500,16150,17750,16050,74257
000060,20040220,16500,0,16500,16600,16200,24210
000060,20040219,16500,500,15800,16500,15800,76643
000060,20040218,16000,0,16000,16100,15950,75950
000060,20040217,16000,200,15950,16050,15500,156130
000060,20040216,15800,300,15500,15950,15500,27240
000060,20040213,15500,100,15500,15600,15000,31150
000060,20040212,15400,650,14900,15600,14700,112650
000060,20040211,14750,-600,15000,15200,14650,29627
000060,20040209,15350,-250,15600,15750,15250,26953
000060,20040206,15600,-150,15350,15900,15350,36120
000060,20040205,15750,450,15200,15750,15100,75450
000060,20040204,15300,-400,15550,15600,15050,41070
000060,20040203,15700,-450,16000,16150,15450,29080
000060,20040202,16150,0,16150,16250,15900,31940
000060,20040130,16150,200,16000,16150,15800,37040
000060,20040129,15950,300,15500,16000,15400,54780
000060,20040128,15650,-250,15500,15850,15500,24561
000060,20040127,15900,0,15800,15900,15550,10340
000060,20040126,15900,200,16200,16200,15500,52820
000060,20040120,15700,350,15200,15700,15150,38540
000060,20040119,15350,0,15450,15450,15050,18840
000060,20040116,15350,100,15200,15600,15200,70953
000060,20040115,15250,600,14650,15700,14500,61285
000060,20040114,14650,-350,14950,14950,14600,29955
000060,20040113,15000,50,15000,15100,14800,42010
000060,20040112,14950,0,14800,15250,14650,20380
000060,20040109,14950,250,14700,15050,14600,46963
000060,20040108,14700,-300,15000,15000,14450,22864
000060,20040107,15000,450,14600,15100,14600,74090
000060,20040106,14550,100,14600,14600,14350,9990
000060,20040105,14450,-200,14700,14800,14300,26122
000060,20040102,14650,-150,14750,14850,14500,30752
000060,20031230,14800,550,14400,14800,14000,47616
000060,20031229,14250,200,14150,14300,13850,10900
000060,20031226,14050,150,13650,14100,13650,20470
000060,20031224,13900,-150,13850,13950,13750,14608
000060,20031223,14050,50,13850,14200,13750,11878
000060,20031222,14000,-300,14150,14400,13750,10348
000060,20031219,14300,150,13950,14450,13950,27550
000060,20031218,14150,-100,14200,14700,14000,48920
000060,20031217,14250,150,14100,14300,14100,25670
000060,20031216,14100,50,14000,14150,13900,26060
000060,20031215,14050,300,14000,14350,14000,82510
000060,20031212,13750,200,13850,14600,13600,134500
000060,20031210,13550,100,13450,13900,13450,47110
000060,20031209,13450,-250,13600,13800,13450,48250
000060,20031208,13700,-200,13500,14000,13500,34360
000060,20031205,13900,-100,14000,14100,13650,22180
000060,20031204,14000,50,13950,14050,13850,18970
000060,20031203,13950,50,13900,14000,13500,35970
000060,20031202,13900,-400,14300,14300,13900,23782
000060,20031201,14300,-200,14150,14450,14000,17580
000060,20031128,14500,800,13600,14500,13600,50530
000060,20031127,13700,0,13600,13750,13500,15102
000060,20031126,13700,300,13450,13750,13400,28588
000060,20031125,13400,50,13550,13700,13300,20460
000060,20031124,13350,-650,14100,14200,13350,19080
000060,20031121,14000,0,14300,14350,13800,30311
000060,20031120,14000,700,13300,14650,13200,69830
000060,20031119,13300,-400,13600,13600,13300,36780
000060,20031118,13700,-50,13600,13800,13600,15179
000060,20031117,13750,-250,13800,13950,13600,18140
000060,20031114,14000,150,13950,14300,13800,47017
000060,20031113,13850,400,13700,13900,13650,56680
000060,20031112,13450,150,13350,13550,13300,24591
000060,20031111,13300,-450,13500,13500,13100,20099
000060,20031110,13750,-300,14050,14050,13600,17280
000060,20031107,14050,50,13950,14200,13800,24074
000060,20031106,14000,250,13850,14450,13750,74140
000060,20031105,13750,-50,13750,13900,13600,46170
000060,20031104,13800,100,13900,13900,13650,51350
000060,20031103,13700,50,13650,13700,13450,25010
000060,20031031,13650,250,13600,13750,13250,19370
000060,20031030,13400,-100,13700,13800,13400,14800
000060,20031029,13500,100,13600,13850,13500,31170
000060,20031028,13400,100,13400,13550,13100,35270
000060,20031024,13300,-100,13400,13400,13050,16000
000060,20031023,13400,-250,13550,13600,13400,14250
000060,20031022,13650,-150,13750,13950,13650,17809
000060,20031021,13800,150,13850,14100,13750,23510
000060,20031020,13650,-200,13900,14150,13600,41601
000060,20031017,13850,-300,14050,14350,13650,22580
000060,20031016,14150,-50,14400,14400,14000,25340
000060,20031015,14200,250,13850,14250,13600,66420
000060,20031014,13950,150,14000,14350,13600,60380
000060,20031013,13800,550,13450,14150,13350,156720
000060,20031010,13250,0,13350,13600,13200,99076
000060,20031009,13250,0,13000,13500,13000,26690
000060,20031008,13250,-300,13600,13600,13100,16310
000060,20031006,13550,300,13500,14200,13500,67600
000060,20031002,13250,800,12750,13500,12600,40000
000060,20031001,12450,-250,12600,12600,12100,21244
000060,20030930,12700,-250,13050,13100,12600,48310
000060,20030929,12950,-350,13650,14000,12950,20320
000060,20030926,13300,-350,13650,13850,13250,13290
000060,20030925,13650,-350,13750,13900,13400,11667
000060,20030924,14000,0,14000,14200,13900,11910
000060,20030922,14000,-300,14300,14300,13550,25002
000060,20030919,14300,-350,14700,14800,14250,37058
000060,20030918,14650,-200,14850,15050,14550,22180
000060,20030917,14850,-150,15400,15400,14850,38598
000060,20030916,15000,-150,15150,15300,14900,18459
000060,20030915,15150,-750,15000,15450,15000,66558
000060,20030909,15900,150,15500,15900,15500,6380
000060,20030908,15750,250,15500,15900,15500,9350
000060,20030905,15500,-250,15700,16200,15500,35130
000060,20030904,15750,-350,16200,16200,15750,20590
000060,20030903,16100,100,16200,16300,15800,25500
000060,20030902,16000,-300,16150,16700,15800,43500
000060,20030901,16300,0,16050,16650,15950,32150
000060,20030829,16300,1000,15450,16300,15300,40129
000060,20030828,15300,-700,16200,16200,15200,42860
000060,20030827,16000,600,15850,16300,15800,61560
000060,20030826,15400,-100,15400,15500,15150,35970
000060,20030825,15500,-200,15500,15900,15400,15459
000060,20030822,15700,-150,15950,16000,15400,41530
000060,20030821,15850,50,15800,16000,15600,37725
000060,20030820,15800,-100,15800,16350,15800,59615
000060,20030819,15900,450,15700,16100,15500,75750
000060,20030818,15450,50,15300,15650,15300,12366
000060,20030814,15400,-250,15450,15650,15300,36210
000060,20030813,15650,0,15600,15700,15250,71477
000060,20030812,15650,700,14950,15900,14900,40990
000060,20030811,14950,-300,14900,15000,14850,9480
000060,20030808,15250,100,15300,15350,15000,26780
000060,20030807,15150,350,14600,15150,14500,34503
000060,20030806,14800,-200,14800,14900,14400,38420
000060,20030805,15000,750,14400,15000,14400,35903
000060,20030804,14250,-200,14450,14450,14050,60870
000060,20030801,14450,-250,15000,15000,14400,152790
000060,20030731,14700,-100,14800,14950,14650,38891
000060,20030730,14800,-700,15250,15250,14800,37907
000060,20030729,15500,100,15500,15800,15100,28820
000060,20030728,15400,150,15350,15600,15150,14470
000060,20030725,15250,200,15050,15300,14700,16250
000060,20030724,15050,100,14500,15100,14500,12580
000060,20030723,14950,-150,15000,15300,14950,8861
000060,20030722,15100,0,14750,15100,14500,15780
000060,20030721,15100,-500,15800,15800,15100,12670
000060,20030718,15600,-900,16450,16450,15600,34180
000060,20030716,16500,0,16600,16700,16450,38820
000060,20030715,16500,0,16550,16700,16300,52740
000060,20030714,16500,400,16100,16900,16100,49730
000060,20030711,16100,-300,16000,16300,15700,23464
000060,20030710,16400,-200,16250,16500,16250,25950
000060,20030709,16600,0,16200,16650,16050,20700
000060,20030708,16600,300,16600,16800,16300,43152
000060,20030707,16300,0,16500,16650,16200,43003
000060,20030704,16300,0,16100,16500,16100,73564
000060,20030703,16300,1000,15400,16550,15350,200370
000060,20030702,15300,650,14700,15400,14550,82550
000060,20030701,14650,-100,14650,14750,14600,16649
000060,20030630,14750,250,14400,15050,14300,54574
000060,20030627,14500,50,14600,14600,14300,19694
000060,20030626,14450,-200,14400,14500,14300,19120
000060,20030625,14650,50,14450,15200,14400,46293
000060,20030624,14600,-100,14600,14700,14400,33500
000060,20030623,14700,-300,14750,14800,14650,48240
000060,20030620,15000,-150,14950,15100,14850,16040
000060,20030619,15150,300,14750,15150,14750,25920
000060,20030618,14850,-100,15100,15300,14750,26470
000060,20030617,14950,-250,15500,15700,14950,55050
000060,20030616,15200,-300,15100,15200,14900,63580
000060,20030613,15500,0,15400,15800,15200,19610
000060,20030612,15500,50,15800,15800,15000,133816
000060,20030611,15450,950,14500,16000,14500,244207
000060,20030610,14500,0,14500,14600,14400,44486
000060,20030609,14500,0,14600,14750,14350,33978
000060,20030605,14500,500,14300,14950,14100,68210
000060,20030604,14000,450,13750,14250,13700,65130
000060,20030603,13550,-900,14600,14600,13550,30750
000060,20030602,14450,400,14300,14550,14050,67420
000060,20030530,14050,0,13850,14400,13700,40333
000060,20030529,14050,150,14000,14300,13750,62530
000060,20030528,13900,200,13900,13950,13700,47750
000060,20030527,13700,0,13750,13750,13350,89618
000060,20030526,13700,-700,14300,14300,12650,163420
000060,20030523,14400,250,14500,14650,13900,143994
000060,20030522,14150,350,13900,14750,13650,472063
000060,20030521,13800,800,13200,13850,12900,269940
000060,20030520,13000,-100,13100,13300,12650,93790
000060,20030519,13100,100,13100,13750,13000,220078
000060,20030516,13000,100,13050,13700,12750,304542
000060,20030515,12900,1100,12000,13000,12000,434410
000060,20030514,11800,0,11900,12200,11800,143880
000060,20030513,11800,300,11600,12300,11500,387812
000060,20030512,11500,150,11600,11700,11500,118140
000060,20030509,11350,-100,11200,11500,11150,55610
000060,20030507,11450,500,11000,11500,10850,152630
000060,20030506,10950,-150,11050,11250,10900,55781
000060,20030502,11100,0,11050,11200,10800,47100
000060,20030430,11100,50,11100,11300,10850,101770
000060,20030429,11050,200,10900,11200,10850,54740
000060,20030428,10850,150,10350,10850,10300,38542
000060,20030425,10700,-500,11000,11050,10400,60510
000060,20030424,11200,200,10850,11200,10700,70280
000060,20030423,11000,-50,11200,11300,10900,168862
000060,20030422,11050,-150,11250,11300,11000,63404
000060,20030421,11200,-400,11450,11600,11150,334007
000060,20030418,11600,150,11700,11850,11500,87978
000060,20030417,11450,-400,11500,11850,11450,63471
000060,20030416,11850,500,11600,12000,11450,183297
000060,20030415,11350,50,11500,11600,11250,135461
000060,20030414,11300,150,11400,11550,11100,126070
000060,20030411,11150,350,10700,11550,10700,236181
000060,20030410,10800,300,10350,10900,10350,64201
000060,20030409,10500,-500,10800,10800,10450,54660
000060,20030408,11000,-400,11050,11200,10750,137754
000060,20030407,11400,800,10800,11400,10700,275388
000060,20030404,10600,350,10200,10600,9980,175828
000060,20030403,10250,0,10600,10600,10100,113360
000060,20030402,10250,-50,10500,10500,10000,58680
000060,20030401,10300,0,10050,10300,9940,67810
000060,20030331,10300,-1000,11000,11350,10300,66010
000060,20030328,11300,-450,11150,11300,10850,81670
000060,20030327,11750,-200,11600,11950,11600,97270
000060,20030326,11950,650,11600,12150,11600,89752
000060,20030325,11300,-500,11500,11500,11100,51170
000060,20030324,11800,-200,12100,12200,11600,92751
000060,20030321,12000,1100,11000,12250,10800,175580
000060,20030320,10900,900,10200,10900,10150,154511
000060,20030319,10000,160,9790,10200,9790,129263
000060,20030318,9840,570,9880,9910,9600,62920
000060,20030317,9270,-1180,10000,10000,9230,89820
000060,20030314,10450,250,10600,11350,10250,80900
000060,20030313,10200,-550,10750,10800,9330,86664
000060,20030312,10750,-450,11200,11200,10300,188630
000060,20030311,11200,-200,11000,11250,11000,23603
000060,20030310,11400,100,11100,11500,11100,17840
000060,20030307,11300,-500,11500,11700,11250,26170
000060,20030306,11800,-200,12150,12150,11400,23230
000060,20030305,12000,-550,12250,12350,10950,21940
000060,20030304,12550,-400,12900,12900,12500,15720
000060,20030303,12950,500,12600,13000,12600,24970
000060,20030228,12450,-250,12900,12900,12400,16390
000060,20030227,12700,-150,12650,12750,12500,14160
000060,20030226,12850,150,12600,12900,12600,9690
000060,20030225,12700,-750,13050,13200,12500,35510
000060,20030224,13450,350,13050,13450,13050,27170
000060,20030221,13100,100,13000,13350,12800,32800
000060,20030220,13000,-350,13350,13350,12850,19090
000060,20030219,13350,0,13550,13550,13000,44360
000060,20030218,13350,150,13300,13450,13200,62350
000060,20030217,13200,550,13000,13250,12900,40890
000060,20030214,12650,150,12600,12750,12500,63520
000060,20030213,12500,350,12150,12950,12150,70650
000060,20030212,12150,400,11750,12350,11700,54640
000060,20030211,11750,250,11750,11900,11400,50590
000060,20030210,11500,-100,11400,11600,11300,9780
000060,20030207,11600,-150,11800,11800,11500,14960
000060,20030206,11750,0,11800,12050,11750,70780
000060,20030205,11750,-450,12000,12000,11750,47440
000060,20030204,12200,300,11950,12400,11700,96060
000060,20030203,11900,900,11100,12000,10950,55070
000060,20030130,11000,100,11100,11500,10950,80010
000060,20030129,10900,0,11100,11100,10700,115710
000060,20030128,10900,400,10500,10950,10500,49563
000060,20030127,10500,-850,11000,11000,10500,84088
000060,20030124,11350,-650,12100,12200,11300,43620
000060,20030123,12000,-150,12150,12250,11900,32607
000060,20030122,12150,-250,12050,12250,11900,44714
000060,20030121,12400,-450,12650,12650,12300,37495
000060,20030120,12850,50,12400,12850,12150,120360
000060,20030117,12800,-700,13050,13200,12700,100270
000060,20030116,13500,-250,13750,13750,13450,13040
000060,20030115,13750,0,13800,13950,13650,31890
000060,20030114,13750,100,13800,13900,13700,101568
000060,20030113,13650,250,13200,13700,13200,31670
000060,20030110,13400,0,13500,13550,13000,19710
000060,20030109,13400,-150,13100,13550,13050,26800
000060,20030108,13550,-50,13600,13700,13450,19460
000060,20030107,13600,-250,14200,14200,13400,19570
000060,20030106,13850,-100,14000,14000,13800,22644
000060,20030103,13950,550,13650,14000,13500,79730
000060,20030102,13400,800,12900,13600,12750,59960
000060,20021230,12600,-900,13100,13100,12500,24850
000060,20021227,13500,150,13350,13700,13100,15570
000060,20021226,13350,-250,13350,13450,13150,20430
000060,20021224,13600,-100,13650,13700,13250,60710
000060,20021223,13700,-250,13850,14050,13500,55330
000060,20021220,13950,-200,14000,14100,13800,51950
000060,20021218,14150,-50,13900,14150,13800,59720
000060,20021217,14200,50,14250,14300,14100,40875
000060,20021216,14150,-250,14150,14250,14000,43070
000060,20021213,14400,-350,14500,14550,14000,53950
000060,20021212,14750,300,14050,14800,14050,224271
000060,20021211,14450,-250,14700,14700,14200,127550
000060,20021210,14700,200,14250,14850,14050,57350
000060,20021209,14500,100,14200,14600,14200,74110
000060,20021206,14400,50,14250,14450,14000,162670
000060,20021205,14350,-100,14500,14650,14250,204465
000060,20021204,14450,-950,15350,15350,14300,137660
000060,20021203,15400,500,14900,15400,14800,116055
000060,20021202,14900,-200,15250,15250,14800,47331
000060,20021129,15100,500,14700,15100,14500,170051
000060,20021128,14600,400,14300,14850,14200,221138
000060,20021127,14200,250,13750,14200,13750,35623
000060,20021126,13950,-200,14200,14250,13900,24750
000060,20021125,14150,200,13800,14250,13800,42501
000060,20021122,13950,-150,14300,14350,13800,34870
000060,20021121,14100,100,14250,14350,14000,65402
000060,20021120,14000,350,13750,14150,13650,43358
000060,20021119,13650,100,13350,13700,13350,30880
000060,20021118,13550,100,13200,13850,13200,93353
000060,20021115,13450,450,13200,13450,13150,43650
000060,20021114,13000,-50,13000,13200,12850,25550
000060,20021113,13050,150,13000,13200,12950,80210
000060,20021112,12900,-300,12800,13000,12700,53580
000060,20021111,13200,-650,13650,13650,13000,65650
000060,20021108,13850,-550,14150,14200,13600,183000
000060,20021107,14400,450,14100,14600,13900,131020
000060,20021106,13950,150,14100,14100,13750,53070
000060,20021105,13800,-300,14200,14250,13700,41330
000060,20021104,14100,200,14300,14300,13850,66980
000060,20021101,13900,350,13600,14050,13350,102597
000060,20021031,13550,0,13600,13900,13550,32614
000060,20021030,13550,-350,14000,14050,13400,47220
000060,20021029,13900,-100,13800,13950,13750,90870
000060,20021028,14000,400,14100,14100,13800,82466
000060,20021025,13600,-500,13850,13850,13500,62080
000060,20021024,14100,0,14200,14250,13700,95475
000060,20021023,14100,350,13750,14100,13250,113123
000060,20021022,13750,-500,14500,14600,13550,199861
000060,20021021,14250,-50,14100,14550,14000,192692
000060,20021018,14300,700,14300,14300,13800,172875
